"Subject: Fw: This is something you had to see.
Date: Sat, 11 Dec 1993 19:03:41 -0800

FAST    TRACK   DEGREE   PROGRAM 

Obtain the degree you deserve, based on your present knowledge and life experience.

A prosperous future, money earning power, and the Admiration of all.

Deg rees from an Established, Pres tigious, Leading Institution.

Your Degree will show exactly what you really can do.

Get the Job, Promotion, Business Opportunity

and Social Advancement you Desire!

Eliminates classrooms and traveling.

in the field of your expertise

Professional and affordable

Call now - your Grad uation is a phone call away.

Please call:
1-206-666-5510
Calls returned promptly",1
"My Good Friend,

Due to your honesty, I am convinced that you would be capable to provide me with a solution. I am Mr.Kofi Anyin of KA Legal Consultancy Services, Accra Ghana. I am writing on behalf of my late client Mrs. Andr Eich, a British Citizen, a successful businesswoman base in Accra Ghana who died unfortunately with her family (Her Husband and two kids) in an air mishap in July 2000. 

I am contacting you simply to assist in claiming her deposited assets valued at US$30M before it gets confiscated by the Netherlands Bank. The Bank has written me as her consultant and issued a final notice to provide any of her relatives or have the assets channel to the Netherlands National Treasury as unclaimed fund within the next 5 working days. 

Since there was no relatives or next of kin left in our record, I seek your consent to present you as her only surviving relative, so that this funds can be paid to you. Therefore, on receipt of your _expression of interest (EOI),I have agreed that you will inherit 45% of this fund for your help and sincerity,45% for me while 10% for the refunds of processing expenses and to pay tax in your country(if any) upon successful confirmation of this funds in your bank account. Thereafter, all the related legal documents will be destroyed and we part ways. 

My aim is to usher you in legally as her relative (since I have been unsuccessful in locating her relatives) so that the fruit of her labour will not be in vain. All I require from you is your honest cooperation to enable us see this transaction through. I guarantee that this will be executed under a legitimate arrangement that will protect you from any breach of law. Please urgently call if you can handle it. 

Best Regards,

Mr. Kofi Anyin",1
"A Prize for you. Never hesitate!

URGENT! 

You have won a 1 week FREE membership in our 100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010
Or just click the link below and login with your account password.
",1
"Subject: Don't Miss Out on Our Spring Sale

Dear valued customer,

Spring is here and so is our big spring sale! We are excited to offer our customers 20% off on all of our products, including our newest arrivals. Don't miss out on this great opportunity to upgrade your wardrobe or find the perfect gift for a loved one.

Visit our website now and use the code SPRING20 at checkout to redeem your discount. Hurry, this offer ends soon!

Best regards,

The Fashion Co.",1
"Subject: You've been selected for a special prize!

Dear Jack,

We are pleased to inform you that you have been selected to receive a special prize as part of our customer appreciation program.

Your prize includes the iPhoneX. To claim your prize, simply visit our website and enter the code SPECIALPRIZE at checkout. Your discount will be applied automatically.

This offer is valid for a limited time only, so don't wait to claim your prize!

Thank you for being a valued customer and we look forward to serving you in the future.

Sincerely,

The Prize Co.",1
"Subject: Free Bitcoin Today and Reap the Rewards

Hello Sir,

Are you looking to invest your money in a reliable and profitable asset? Look no further than Bitcoin!

Bitcoin is a decentralized digital currency that has seen tremendous growth in recent years. By investing in Bitcoin, you have the potential to see significant returns on your investment.

Don't miss out on this opportunity to grow your wealth. Visit our website to learn more about Bitcoin and our investment options.

Come to freecoin.com to earn your own money and transfer them to your pocket. We offer a variety of options.

Sincerely,

The Bitcoin Investment Co.",1
"Subject: 100% Guaranteed Weight Loss

Lose weight fast with our amazing weight loss program! Our proven system will help you lose up to 10 pounds per week without dieting or exercise. That's right, you can eat whatever you want and still lose weight.

We guarantee our program will work for you or your money back. Don't wait, start losing weight today and feel great!

Best regards,
Weight Loss Team",1
"Subject: Make money fast

Dear friend,

I am writing to introduce you to a great opportunity that can make you a lot of money. It is a guaranteed program that will give you financial freedom in no time. You can make up to $10,000 per month working from home. All you have to do is follow our proven system and you will start making money in no time.

Don't wait, sign up today and start making money fast!

Best regards,
John",1
"Subject: Cheap watches for sale!

Hello Sir,

Are you looking for a stylish and affordable watch? Look no further! We have a huge selection of watches at unbeatable prices.

Our watches come in a variety of styles and colors to suit any taste. Plus, we offer free shipping on all orders.

Don't miss this opportunity to get the watch of your dreams at a fraction of the cost. Click on the link below to see our collection.


Best regards,
The Watch Shop",1
"Subject: Exclusive offer for you!

Earn it!

We are pleased to inform you that you have been selected to receive an exclusive offer. You have the opportunity to win a luxury vacation package worth $10,000! To participate, all you need to do is click on the link below and follow the instructions.

Don't miss this chance to enjoy a once-in-a-lifetime experience. Click now!

Best regards,
The Vacation Team",1
"Urgent!!! You have won a prize!!!

Dear Friend,

Congratulations!!! You have been selected as one of the lucky winners of our online lottery. You have won a cash prize of $10,000,000!!!

To claim your prize, you need to confirm your identity and bank details by clicking on this link: http://lottery.com/verify

Hurry up!!! This offer is valid only for 24 hours. Don't miss this chance to become rich!!!

Sincerely,
Lucky Winner",1
"Subject: Your account has been hacked!

Dear Bob,

We have detected some unusual activity on your Outlook account. Someone has tried to log in from an unknown device and location.

To protect your account, we have temporarily locked it. You need to verify your identity and reset your password as soon as possible.

Please click on this link and follow the instructions: http://outlook.com/reset

Do not ignore this message or your account will be permanently deleted.

Sincerely,
Security Alert",1
"Subject: You have been chosen!

Dear Bob,

You have been chosen as one of the lucky winners of our Netflix giveaway. You have won a free one-year subscription to Netflix!

All you have to do is click on this link and enter your credit card details to activate your prize: http://netflix.promo.com/claim

Don't miss this opportunity to enjoy unlimited movies and shows for free!

This offer expires in 48 hours, so hurry up and claim your prize now!

Sincerely,
Netflix",1
"Subject: [fwd] Market Trade Watch

The OIL sector is going crazy. This is our weekly gift to you!

Get KKPT First Thing, This Is Going To Run!

Check out Latest NEWS! 

KOKO PETROLEUM (KKPT) - This is our #1 pick for next week!
Our last pick gained $2.16 in 4 days of trading.
 
Current Price: $0.90
5 day expected price $3.25
This has been a great producer in our last PR Campaign

KOKO Announces Corsicana Re-work Project and Production Results for its Barnett Shale Wells
Thursday April 6, 3:51 pm ET 

LAS VEGAS, NEVADA--(MARKET WIRE)--Apr 6, 2006 -- KOKO Petroleum, Inc. (Other OTC:KKPT.PK - News) -
KOKO Petroleum, Inc. announced today that its operator for the Corsicana Field, JMT Resources, Ltd. (""JMT"") will commence a re-work program on its Pecan Gap wells in the next week. The re-work program will consist of drilling six lateral bore production strings from the existing well bore. This process, known as Radial Jet Enhancement, will utilize high pressure fluids to drill the lateral well bores, which will extend out approximately 350' each.

JMT has contracted with Well Enhancement Services, LLC (www.wellenhancement.com) to perform the rework on its Pierce nos. 14 and 14a. A small sand frac will follow the drilling of the lateral well bores in order to enhance permeability and create larger access to the Pecan Gap reservoir. Total cost of the re-work per well is estimated to be approximately $50,000 USD.

Well Enhancement Services has reported increases in production for wells where the lateral was successfully placed. Average increases are reported to be from 300% to 1000%, which justify the incremental cost associated with the re-work project. Assuming positive results, JMT will re-work the second well, which is adjacent to the first and schedule the rework on its remaining Pecan Gap wells, which currently total 8.

KOKO announces that JMT has completed drilling the 4th pilot well for the Corsicana Flood Project. We plan on drilling 7 production wells and 6 injection wells prior to the implementation of the alkaline-surfactant-polymer technology.",1
